orig_video_id,new_video_id
V_a2c8949801454805965d6504e6038e91,21663
V_9da7b22719ff4789866c7ab641c73858,20594
V_c04ac3c003274e08a775ebfb439a8282,25610
V_e2b83370902e4dd6bea42b0afcf2d23d,30043
V_2743ce5bcb64497e9c2f3267ed259ea3,5206
V_8340f422781649cb947c70a20a31a00a,17201
V_710bdd283cd849d9bfd2306fbfc43787,14893
V_0061eb38fb9a4c93a684af6bf9c76025,41
V_12951473aca74cc5b6c3123fbcc1cc5a,2494
V_5c67ec458aed4ff198b9f05f55144ed4,12134
V_6e65e759126a4503b3b15888c6d00aa1,14528
V_885d2af7a3bc427a9cb489fea1a55c85,17898
V_ac58dc4404e740fa80a053aff7afc91a,22947
V_798a018fce8d41cfa683ec1c3f4a3e37,15984
V_6eab9f40e8284a699a7d21c56be11bdf,14571
V_a4b811ba9bff4b34aab78ba142d48615,21905
V_b656247ccbf340e4ad4d699b96c957d8,24269
V_63c24ff21b594dd589286017d24850b3,13182
V_ee456de8d85b4f3584d70dbc1e7f2bdb,31552
V_25a600b922da484faf632e91b8171492,5006
V_52f742b66eb54aeca4a2a4a16523808b,10875
V_a38e9663379f4a0fbcb67c5c07f9df62,21764
V_12db1ee14e1c4914b83a8106ae6d5390,2528
V_d84c9e401588447aa0af53ed84bbfa1c,28709
V_10311d7849204c588a51a3b3ad413ee1,2181
V_601de1ce9d3241f6ada8900ee3127c35,12660
V_7ae272cc6f444e259293f7e57f83ce64,16177
V_10eb9538bcf54f8b976e0bb0f85f8982,2272
V_7e5fb1a157924f5bb22d72117a99e106,16602
V_db712333a38e4611a7b2ae3a53fb897f,29087
V_8b811ee1751d4dd4a8981e8a8e4d8a1c,18312
V_7ac44121dec44fbca08757364d3a153a,16159
V_dd8992f9a5f947ddab7678a2559d096f,29360
V_acdc6bb69f8b4ed1b15aee8736fe6f41,23020
V_5ec0bf5d3c9b442aafd6cb5be74204e0,12461
V_ac412281f19b4505b791ff5f87a9a97d,22932
V_7cc30daf43774c3582dce19e795f7814,16418
V_231bdffb5b574c119332fddd11457253,4678
V_add98f08e2a544099a9bf0060225f0fe,23136
V_2f362ea9bff9427ba8f3edc524674339,6187
V_e02097db7e3e4ce9aca777de92a7d900,29697
V_db4a7fa5b3b64d0382e0ac94cb3573c9,29070
V_48f4b0145bce496baff4d4b9828d3ee9,9592
V_29aba5402ed344f4aa9c610285aa13db,5503
V_f4fe8492296a457bbaf29e3534392c41,32463
V_38688065df0e46eda764142eb4cd6486,7380
V_1e153812875d4d86896a6614ffea9c9d,4010
V_1a7904eaffea4f879f140e6878bafb98,3543
V_bdf93f4b45db4e06ba73ac4471615af6,25276
V_00aeba750c0942b28521224b45a6d05c,80
V_fd034324f2704e7196df72d9dd8383fe,33528
V_72300565ac554609be4d54b921647025,15040
V_0db2aa50c7594dd6bca2aae13110db4d,1805
V_1df8a7e115064ca183569819148a0939,3992
V_5c58749b72674067a994ca1fc18948d8,12124
V_f06858329709466fa440fb4553002835,31834
V_aa11b24c733e4ae980252ee3cf15f7b0,22648
V_87b560421926467c99d67cbe4ce0c322,17817
V_0a692662a9e348a6962e0f8b63415ca7,1366
V_21e349d68d1141c58953e263016c11e9,4517
V_b28c9d9d7f64478ca9f5225314666fb1,23767
V_27634af752d04575bc3650019a5378d9,5223
V_263f5e25ca6b4cef9a560cdf4c87a9cc,5086
V_b4a0a1b4a3fa4c8384a792bbc37534db,24044
V_c20a154a5fa849929f81fb4d04aff3a6,25838
V_faf3a97e91ba486987ace5879a6915d7,33256
V_5095485a929b4ed9b0a007b52fe562ed,10546
V_01e871198d0d41d18acb362f04a4ae91,249
V_9e976e26a8d24d02896b7c5fbd380420,20708
V_5788a023ffbf4dcf844fea441f1c777d,11484
V_5843206e6fe14eb49039b235db0301b1,11580
V_482770070a424fa78df1fe9b8cca5931,9474
V_024a6ec5551b4f55a84f81d21ba0c9c0,307
V_f754e62d27cc4f38a5bc28b5e9f74131,32766
V_48096b77abb14eecaf62377ec49cc461,9460
V_fb0b05f0d57c453c8ef45ce96f97b35b,33264
V_c31af185ee8d46c6aee10c4b97157799,25973
V_726b23f8f3dd4dceb46ca391da9c2ac1,15066
V_48ca526bece64a8db54690b11b9c58cc,9571
V_20b27651e7284cb8bf6c3ef2a50406e0,4361
V_9a86564145164e6a866d56ae10aca6d8,20194
V_ac14cf6313ec40a48e6d39adc893ce1c,22906
V_519d768568374406bf4feff7a46125bb,10694
V_44d046e480294336b713a68f232abe27,9041
V_b242dd3f080549708198265ce467b5d3,23730
V_aaa5948e8c57468ebf83333174926cc3,22720
V_ba5251720c0449d2b868c2f030cf58be,24777
V_7c620a5179fe4e09924ad1a9de8bc4bb,16370
V_0cb708d55acd4b40853ccc780c8fe432,1644
V_f0e4a57ac2aa4387a008041cb8e873ed,31913
V_49121cf96bd34835ba27f0f7eee3b50b,9611
V_276f67c6c1d64b1ab2c3a3f9af7a968e,5227
V_9309fbf95a404e709a73ee29cea62706,19238
V_b07c58efd82a4ec3a92a7ce88454a9bd,23483
V_07cfea41d798423e9f39fe2d1c2029bb,1027
V_ef909f51eb8f4764ba368f52aa1d6045,31734
V_a175760069534c7d9d8b6afa79d7f07b,21496
V_9b9a3628a12c444faa169888b9620409,20339
V_b3b8253191a8471d998bf40a51ea6768,23925
V_0fc8f5863955439ab461bddf5a6a815c,2125
V_87727ce047f94933bfcfe4f641810bc9,17784
V_268982c7c5a149aaa6838531cd6ccdd4,5122
V_3e6cd95afbe2401f91c547a0da7c1f8e,8181
V_2fc6d3319b384565839e862979f25359,6282
V_f2a8e77b1717440381634456d2954060,32144
V_378e96fa5aa24c83ae92eb0acbfa333f,7286
V_c4fdd3f49e3441b3ac02e5cfac7127da,26209
V_S13V1_Ideal_Linear_Inductors,21057
V_f521d85abe024ed381f770be90599c8e,32488
V_7cc1aa3795f84588b66176d8dd1e5bf1,16417
V_a08bb230c66e45969432e6e9a5a94d06,21370
V_6c4a761ba18c4c039c253d540840d596,14250
V_a777da8674404c059596705b8b4c26fc,22281
V_89da160d9dd84c1d9133c04a31c237ad,18079
V_4f54b3ff2abb49828f2030df9e27a7be,10383
V_fd01fb128b5b445da2671b2d94bf5162,33527
V_7c013d37ff444e5890d54850cb0762b8,16323
V_b5077cbf91d24d92bbd0f5b3253f969a,24097
V_2117bd27967745e880d52545005177f5,4412
V_d2f0f5da0d02444b8367adc3f0765a50,28047
V_db04eee67446417483a5d8836ad9e8ac,29034
V_29852bf857b34545b2fd7b49e0f7f81b,5488
V_Fall2012_Welcome,20934
V_d4bef740d85a45d99e74ac50844084c9,28252
V_ec9316449fda4a76a066f9d50e5ff78a,31331
V_17762e03af2d487eb80e0253b440ee0e,3139
V_4a76311c0c9d4a3b82ea1ca272fee32c,9759
V_adbb4060bbf44d23908a607f4e4064e7,23122
V_4dd2613f885e4835a6c022c7a6c009ea,10184
V_e3885bc7c5654c0c8fba09e1f81a607e,30150
V_d4c39ea26c3a4bff89651458d45d1b9b,28257
V_f5b3dcdf785a4aff81555e51437ff462,32541
V_d4154ec8589d47b7a230be093f59a6ae,28166
V_035306e14c6040c6ada00e38e1f29b23,431
V_c3304dd20b2540659fcc2b5f1a38a458,25987
V_9c94cf2e32344ce7ab12b5147ae808f9,20463
V_331bd7be5cf245369d3c363a14bafb3f,6719
V_02d3cac3665d43dfafb36b571d0c5fc2,367
V_e366f1cdec814d23839a7a2b03ec9b43,30131
V_30a5ed452ac2484a8dfc2b3bd0412e50,6396
V_ae25b258cc214de7a6d9c72ce40b8a6c,23178
V_ec11f4c663c248f68b1e19da95c5247f,31259
V_8a319fab6f7a48d3b78bc19a5751e06b,18125
V_5aad2dddb1b647f0bcaa85aa59c64b4b,11916
V_2ed03102467642b28fc318375fae8268,6138
V_49accd2348a840c590cc6429a8dc6c09,9676
V_ee793c384eac4c7d9ed5449cf22859c3,31578
V_68e05c1ac4fc4fb9b51349ea4911bf43,13835
V_d4047c931d854c208796aa9a8f3b1c05,28159
V_b76a2798c26d4ec186758b1456d5f738,24401
V_1c978d4a54d347d2a8cc8878f11702e4,3790
V_c7f9020b6de7404997934aaf77bdc681,26609
V_d4b68bf30f0344089f20edabe52a40bd,28248
V_2b52fe46fe79485c844f1aa9aa3c49ef,5709
V_000c45600b154206bf3e3ed9dd52849f,2
V_6f7e8abc16bc4f7792db2927acd7de12,14682
V_1ba1e443ae354bbb8fdb2eb1c9346e3d,3685
V_d72e479b2c304449a6c3b4ecb513dcf8,28574
V_282c6cdb969b4499ad204e7106d3a641,5328
V_1a8468c3408546beb6ffe1abc646db0e,3548
V_c0ccd71ae4224a109533945e33e9bf64,25675
V_b2342dd2d63f414799781e6002cbe545,23719
V_3b97c4656f4d4319860cb98d56628798,7813
V_547bb244b9e24c53ac9bbcf7b43b2766,11072
V_9f50a797217c44adb5971f0ce00a4a4e,20806
V_c88624584ab3462685ca6a50f7f6b566,26664
V_792a0c3e12c649c08ffb6b14ea1e83a4,15940
V_844d257fedec4aa7a53ecd8e49786238,17356
V_70a4a8ec9a3847d0aacd43ca419e9323,14831
V_44529dfec57e4667882e43c14f9688d3,8972
V_27dbc4b46bd743a69987b38c5b251386,5288
V_2f8ea411331c4157ac450cd7625b6204,6238
V_1a958ed31a5d4eb0b1fac5d28ad41ea7,3560
V_701bfc51ff734cb389a0681ff522c5d9,14758
V_c64660074442499792829394edd7de64,26373
V_e87b684a6e9c4e1984326dccb0d2851a,30802
V_7040de37f5144cac8513371a045f55c3,14773
V_a12520f6bb1e4f5bb5d0bf862b779f08,21456
V_44b35dc88fb44f079339c8352e5ce879,9029
V_0aaf3935546f46be8cd7a04fb5c77d31,1407
V_aed1ef3f990843ea96d1245f784aabc8,23261
V_a63384b3a312476b9c5efdedbfeddfb9,22105
V_603b3e62081c46358aaccea2f5eacff5,12681
V_820575ab91ec407690466b2abc2493a0,17036
V_9253203dc7de4a2e982b8c6abf76c5ea,19164
V_db7cca6681c648b9ae9fff8964d5bb2c,29093
V_b0a1bb91de0c4ec4aa10cb5d272d721f,23511
V_97cee60ec7ac4d44aad61ea2c72a6693,19865
V_58d3ab158f28429ea90d9b74f7ef3bb1,11665
V_04c4fd161814423fba903367efa2a33f,613
V_09db45792cfe42e9a02a5bce57a988d1,1295
V_aa0f7a8f91524090b40b73c3c012e669,22646
V_eb65c9f742a14d899b1bced18c07a3ef,31178
V_fe8809ef13d94c51a5f76148f075eb76,33726
V_d23d92e87e2a4ce0be87866b5b8d10f7,27943
V_a0e91a715d334f95b7f027852d03c2e5,21421
V_a4225e1680ba4fb0b0d564a3d56519c2,21844
V_02eef4655b264289b4e4c5ce1a092b0f,387
V_fa0479f380f14afea8e9bf5cc1decb6c,33134
V_3bdfdfe5d7b24c4f8d0844e05ac91cf6,7862
V_68923b4491db4d1795e653fe7bdecc63,13785
V_7e19cb9b287448d2940ca3e22d0d40a8,16569
V_8c0f704ba70448af9b81e31f7875c27c,18380
V_0c9334963c9e4b838f2b7ab104563e20,1620
V_c522bc8f95e54d869c5660e9d2ae4a94,26229
V_1e932d92249749e28bbec455cb4ff311,4071
V_17a6154df9e24b16962ed263848e3ec2,3171
V_dfe3ccb6dea049b5950e9e2ff9b76b95,29665
V_190133dcf6ee4ba0a048c566786b820d,3356
V_36995587bed14c12a3e8c762616e10c5,7151
V_57f21778613341e980f34088450c165d,11539
V_3731273a21bc44b8b8b93e702e8c2420,7237
V_8301804e1c03427f994b581017507ba2,17167
V_0f6d450a63874647b635696a2a881cc4,2063
V_71d14e1e8fb74c04a3c47b60f416a709,14992
V_321316b9038e41708d7b3f27a2de6dd4,6575
V_d3da7f8eebd648588fe4ca889d923b7c,28145
V_ac5abccfef8d4d4c8a3a6e5d8c9de173,22948
V_06ff0b3ae1a2470a8105fa34969b75f3,917
V_35516a4aa30547bbb3ef6e094723b7c1,6999
V_27e32d6e6420466c94ebf3bb938677b9,5293
V_bf7d2655dc4549f8b03c84ce49146cf3,25494
V_203b3c0cb15849eaadc9e7c4c91d2123,4306
V_df9cceaeb22141aa85fa443e4e58e441,29631
V_xjtu-thls3018-6-9-9-9,34085
V_79e74efeec164a5f83eaf285e439f543,16038
V_b58aea4de18a4526a3bb26b5781b0f70,24158
V_d180037cc66044acbfb3d7bf7d3fb3ee,27835
V_a6ff41a62ca14e9981a5e1ec16ab0d10,22211
V_2c3704c67a094f19b4f102b04ab21963,5810
V_f8a412bd9e04458eb75263c2b1b7ea19,32932
V_c618453350d642efa6a43d04b82042f8,26348
V_8d3d5103e3fa49b7ab7d90bcc1f3dd3e,18533
V_9d51b99516c6415ebcb2b335626bd7c7,20552
V_8c7d718c05e14ca096e681179c656ce2,18431
V_2cfdc93aa34c4ebe8a7938061670f741,5907
V_fa36c5fe82e0427b88a0f2678a32f905,33160
V_7874490d035b4c6587c32cef8a956f69,15862
V_072c0c6c36c24cd0b3ab1d774246ca24,934
V_f6e531268f5e4bc7b8cda9636908b2f7,32702
V_06120f508ea043b4b2b41223691d2f22,785
V_c15304b9aaa44eac9488be82cbd95ead,25756
V_25d49314f3a54ad48656457325c84340,5035
V_cd3c366bab31401ea9c60bb369ce4aff,27272
V_4ea3d4af12584152a806e8d576b7f442,10291
V_fd5d371a3bec42ccb646ad15f0fb08b4,33575
V_8d487eccebf041ac8dca0dbf5ef608b1,18543
V_8f5ac1624f9c46aa85fe93054eafdcc8,18783
V_cce85d74831c44429a08046dee269549,27213
V_5dbbbe4f3e70489f807e76d647b3a72f,12317
V_6d7ee05c35a84d97be169bd0526fe542,14400
V_fc6bc620b8084dc4b909664df01d565a,33432
V_5befe3b37dd34517ba63ec498d9ec00c,12072
V_febe97f434c8498e8e49338573da3b63,33756
V_0620c0fa3ae14fb1b6959e06e0098c54,795
V_a4cc82bc3f494120a408f49b121efe57,21915
V_1a1bb98235754cfb8542028d28a2077d,3492
V_90b56485c78f457b9d0a51c1d5f50d06,18962
V_a700745f6b1d4a6a918fb7bd31b86978,22212
V_ccfea86413054f3da0e34d86c4f7b8b5,27230
V_62a84e68842c4b0e85dbc2ccdd105a4c,13006
V_75f8cbb2d38d4a168fe9ad11cc794ea5,15526
V_ea0831eca1dd412b8d18bd747aa86665,31011
V_6ddb3e4a2cb948b9ae2c5810514695b6,14454
V_2330833b69b74b7a8cbb5891904c8958,4687
V_45c4dfb2e88b4d3bb5dae70e7dd7d926,9171
V_cb1cc42e714942f9a98823e6d9258dcf,26979
V_88982220957a4fa29a141734a8b2ce0f,17923
V_2f1cfeaab32f4ef68e9d4997664dbc6b,6171
V_85f3e367e3204e73ac763e8b8d3bcb85,17581
V_d6651a5515e84b8fb70156cf29c8a672,28470
V_1d116cd223ae488eaf84a2bb672d2b92,3866
V_cf3444f0ccdd4ef8a1208f41b460f850,27534
V_97a43917fbf94bc08e62821e10b6eb4a,19846
V_f0eb838e03d645299564753dfe5d6863,31915
V_4edf66af1ff94c8680b26938888b5b2f,10321
V_e0265a45cd264acb88ce697556f35adc,29700
V_54cb3859546e478096e5ebfec4651ba9,11118
V_4df29710c61e49e0a45fb30ce75fd38c,10201
V_5580ad1275bd4983b42305804d0e1256,11210
V_194e86d5e4a74b2ab7a59667c2194de6,3384
V_f9c0e90483c044c79740d8f53c768dbd,33088
V_5c4a6c0725fd459387fa0895ef8584ff,12117
V_fcaa8668b4564e62a4fbc0794f742b4d,33455
V_fb66c0d5f7364a778b4e2aeb6aa6e343,33306
V_e6f03103fcbb42ec8e6ee0f7dec180e8,30611
V_0ed338f624f045a8a8c406a7abca51c8,1974
V_40d461e3266e44389951afcf344cdd6e,8495
V_3e4859becaea438f905b4fa06eedf751,8172
V_728a2200d5324762b818cb170d6f8387,15085
V_3cea84c55a484bfa8ad64425d866538e,7988
V_ad7cc153bc3c4450b94ca4c2dea260cd,23098
V_db8bd4aab54f4958a4b0a9d6b27e4554,29099
V_63d26b7f7ef14bb6b68b906f416e027c,13194
V_e5235ec3502143d0bf937a12410a9537,30388
V_3d51b078cb684a98a56ea268bc2fe51f,8045
V_8c45296ffc074f7784bc5a5b08905385,18405
V_1d000334e94347d9b0f5894dcd58bc9c,3858
V_33c2402c9b924959a6395b2a3cc2a90c,6800
V_09c628ac0a6d4855900cdd483baa873f,1283
V_12bf328fe47a496897b44e2f2b557345,2514
V_091fd36ded4f4c61bdd44ff3c1329115,1189
V_fcdac72911b4495db481512d80feed88,33489
V_856e6887288c49418b09b286648ebd8d,17508
V_59210287e33e412e8db0feaab7fa5c0e,11709
V_43183b9cceca4f33b970083ae8cb4390,8815
V_dcc5d960b89e47a690ce295b36f1ff27,29268
V_59e04614998a4ca597f11c3e6eef1d12,11804
V_0508f86a8534407a925186dcff8903f0,646
V_76ffb3f8f9554c79a37d08477abeab18,15663
V_39b630ee36664e2b85f52eb66caca35f,7559
V_f3fc44866b6141a0993573abcbbb5aac,32311
V_xjtu-C00204-8-1-3,34007
V_57833fc207a14452870057c71647ce2b,11480
V_31124c75b68f4656afcccf0cd353cc90,6456
V_82dd4ca854304f649e79c0390fc3b266,17150
V_xjtu-thls3018-7-2-2-2,34087
V_cb2b49014f1949d88ab4e9e2534bd9c2,26986
V_072aff781fff4228998730061c9fb060,933
V_9d8acf332b7444a4a9212c98b3bfeec9,20582
V_ff8fd3b941344ac5901aabb5553dd8e4,33863
V_c8afe505b82246069be8b981b7dbb498,26688
V_7dd01757b9f74d648cb574fb03292e20,16544
V_43f9320445014ee6855102e9eb099b6f,8921
V_e4808b9979c643ac8b4b818b07a8e912,30293
V_fbfd97228fe745c8bcc62b482e07d2f5,33379
V_d44f0fd9c3184b32aec07532c30d8f09,28192
V_433767f557f14905b0835c7f2f786691,8833
V_25da7bda5f894f00890aa3cc3796f17f,5040
V_0f49ea918b0a4fbaae7c80d1aa2c1e42,2037
V_00e0319f865742f686007831d0b7072b,102
V_c8a434dd6d83483ba8ce94cea56d41f7,26678
V_ab149be7c67f44d7b83e4a786ae3767f,22772
V_f7035bf8611b4d0aa5cbdf7b58316a62,32722
V_70b5578831fb4166a3abe5d601c02acf,14844
V_9a1effc9b0fe426f9b617469df92160b,20136
V_28a52fb06a6b4cf7a6527c685b862f9a,5385
V_067244de2f6b49bcb2bcd2469477d800,841
V_d8c3cc9a1b804255ba9eb477b1312501,28765
V_f5bec54af680472fbe71bf20c5c55475,32549
V_625644a3986542a099a27ff43e86d592,12962
V_S12V1_Motivation,21048
V_9b7c9f171535457db11b7a2bbb43cf94,20319
V_6e2bdb0c431b42048b2b02835d4bd710,14494
V_aa2eb52dd8044b2f8c8cb37a8284be6a,22663
V_7f4307cebfd848a7a2b8ccbf8074b337,16710
V_1d1fb5e14925425cb94336aadc699151,3873
V_V8-1_Cylinder-Spring_Example,21269
V_7f2b5d522b3f4a2cb6ce8c1f0ba8cfb2,16693
V_25cc540622d8410188d670c382251e55,5030
V_3063ee10bfb6486e8e3ceac8bb0a5f76,6358
V_15554cf6dbee4b41b49b432c3b1ca01d,2868
V_c5bfd74c1aad443e972071a047f9aad3,26301
V_8560f1d0f9154af2956f2f83abf7ba16,17502
V_26ea2b407b2241bd87b3c9c768473bfe,5165
V_60f098bed30e41fb8c4e281bb05c8c21,12771
V_38a14e8f70c64391afd11e8152819972,7408
V_38ea1cfb78b94a65aee30b081c46b1fc,7449
V_f26f2fe94aae4c6097a1e8b88ebeecee,32117
V_2b51489d65e74be09bdef658e5aedb3a,5708
V_d297524b89be4d95b3e425a602df1f7c,27993
V_60c1a007abbc4039bb822ac22156079c,12752
V_b0bdcca0b68b4a17873f421a9f080b09,23530
V_d9b5e17aa57944a1aa11ce7f597c9782,28868
V_e64c7e4d15024e46a82c8c501fc83148,30524
V_05f4bc13a0974bd1a21cab86d9eb6394,768
V_7e203b1c6bcd4e28a94377dac7aa52bd,16573
V_bb8d73c700ba45a8ba617e66f4494444,24946
V_a3902b6ffc054ed1ad19efcfee7fb654,21765
V_98aa7a8b41b14c9b9766156b8589859e,19965
V_9304efbfaa3c49b79c36857783829679,19235
V_aa658bf330504b869961b4855f65f8d2,22688
V_a3ec7f9cad9142baaad674f676381221,21816
V_4ec7d6e43f0a41ea9f7bc823c7c93f73,10310
V_c93483c62c8d41a7a4569d49e4287c88,26760
V_25ab8c76dada4579a5345e9a70bb1678,5010
V_36696d7916dc4ef3b50b2629cf5315ae,7125
V_46313c6788854aedb328853f913ee305,9236
V_94c256f1f12d4a24b0c29755b77bd4e8,19470
V_2c188d77871f4311975ab7e14e2e4d1b,5795
V_6028ae601a6a4d388ec493e4e0366aad,12671
V_6926b05347014d85bdf9a2cef4a3d0c7,13868
V_245308be72324d73b339f4bf73f49b49,4836
V_7fd5aee1b0aa416a83267d2374e97fef,16770
V_de16184685ae4421b1f1668313faffe1,29423
V_ecab50ef2c904c3c987293f5450b8a93,31349
V_3fae4ed0645b4d7ebef5b0f79e0fa428,8344
V_c741895320b648139283895db424b842,26498
V_c7e427807d0d4258927c781aef2779bd,26599
V_05f877bbcf1746318126cd35b4830684,770
V_5ba97076e6014ec48f894d132da4604a,12031
V_75331ab2027d4cb58e9045519fa5d69b,15443
V_30a2c352054e4e3aaabee87b69161cc4,6394
V_3b46a295607e4746b5abb29a4c29e795,7776
V_ac0255b7307b4d06a62bb73a3614fd03,22899
V_2c56790c65d64c9db335d6b01d51c3db,5828
V_2bdc6abf33074cc7988160b4224711e5,5767
V_4c0f3918d2744bc3bef355bc3f203bc6,9964
V_c17a042677814b0f9baf4697452e163c,25767
V_94f84cd3f1a04f46b1b795946df6da05,19492
V_2a9ec61450194b119070b2e34ed69b6a,5633
V_96f6265e593149818d38ebebbb29a979,19763
V_7295984ed8494f82b1cd96689df0dda4,15091
V_9db26ea865744e7489678dee929503cf,20600
V_cd1941d1336c4d0f9fba7acd7891dabb,27254
V_7e893a90ad4d4e07aa72f8c7dd22cebc,16621
V_75dbb6017daf4ef78c548a7313ce4a66,15519
V_d27d626efdcc44819c5fb6d04a3ebb05,27975
V_e0e5cea347324692ab4345796b58b21b,29807
V_9b9a9e9bf3fa41269e68c7448aeba9bf,20340
V_168518ce2ca946ab888fb095200ad654,3034
V_8e2f369f4cfd4608840d8bac88846e77,18647
V_695d033a7a6b4bc092b40cd229597895,13896
V_0d84c5da36f344369629c538a8a05b1d,1779
V_3f5ce361a992463f8a133b23a961bfbf,8303
V_ae6d3474cdc744a7a1728d7d6cf7acfe,23212
V_265440cfc4e04ae7b147dc09f1f979de,5091
V_b6c87733e4264b2bb938bc98e95e395c,24327
V_2e61f120621c4119ae6f742b7675a120,6081
V_8c0324ddb8cf4e6e8172ee765e39c28d,18373
V_ffa382615f54491a853a9cedaf07da5e,33872
V_71adcd6678b94971855bf1cce3c11334,14972
V_5be9ae2a44794b9b86019b148bcf332c,12071
V_f99663a1b2be4f45930bc4b069034526,33065
V_f782100c1a534d08ad0f200e74c0fdab,32792
V_d01b66a1ab824eccacc36fa8fded9e72,27652
V_9b96e3a7b8564ca3a17224d70931edcc,20334
V_1a1a3d53d9714d6bad7a51141b52e6a6,3490
V_9e6b00e6026a4a03aa0477fe0bf478d9,20684
V_2778c9a07d2244e2b7faf7f61e9e92f8,5234
V_S2V3_Method_1_-KVL_KCL_method,21133
V_e87b19bcb879403ebd96da6a12c21209,30801
V_93a163b4cdd444f1925de352cbfeb6c9,19315
V_d7edd98aa2dd4d0cb4e0d71a910de223,28674
V_7aa03280d56d4f3784656c6a1fa939e9,16142
V_31c1d695c5c94df587ff60b250108b5a,6550
V_73c0ec16482a4c428aeb7fb965e49291,15237
V_80935838f8bb4ac0bc71eef2f954d809,16854
V_cdad991af69b49e5bdb256acd752263a,27331
V_a9c61aeafb7e4f72a199a5b8a7e08cf0,22606
V_094fc4d0e6df4aa38379e150e819a5c6,1217
V_67a361f3026a4417beb364dda272be9d,13674
V_cdcfab60582c47899438339d2dc02932,27352
V_af8391af14024dfcb14b8e402295f59c,23349
V_ba738ce5453f454c95fa7f9c0b2810e2,24793
V_bb12105fe28d42dcb9445132ce417b4f,24879
V_a024388a7ab3490dbbf1d43489ce9c43,21311
V_609ca79999644de48c7362b69318654d,12729
V_19362e1c4f8541a597fc8c92e7aa3441,3372
V_d26500d48fd1437895de6f12d78aca82,27963
V_0981edbe21f546f68b5d5f5254f43343,1242
V_10182b244fac44f7ab8139a83fcec82e,2170
V_e42d56acc48d41f99787fe766f6fa29d,30248
V_8177128f345e4912b7156b6f77f025aa,16966
V_be88981fbef1408aa2fffeb226eac5cd,25345
V_e0abaa3f50ad4bf98bbe4bdbabfcf4a8,29763
V_c77bae2cd8374f61875b6982a0db10b5,26533
V_1a6e734d8d1d4a84b34241b2615fc9ba,3531
V_8ec989ec890640eda6afe2b4e3895b77,18706
V_548fa54248ca4ce19904d049db232bd7,11088
V_bf69dbf3750c4de99b114e799be049e0,25477
V_e22fb5781897463185aecd7ea2d9fcfd,29961
V_d4379a64d18a4dacbb6a6344bb29ba9c,28182
V_xjtu-thls3018-4-1-1-1,34050
V_784c81556f9a4978938a05368bb60535,15839
V_809043507aab4420acc528a1de27c3ed,16851
V_aaa3dc66fd3347abb5edd2442a87e10e,22717
V_c67935598fa1418cbd5fd2596b82e041,26398
V_3d2d89b6532c4871b1f778f466e068c4,8024
V_ba556b0001d34941abddd04e7ec3af71,24781
V_9dcee287b45a47bba905c85bd8f08a45,20612
V_f50ab35175214162bc742d99322cd730,32477
V_b5fe0841280940e5a373ced4c90f8a21,24223
V_02314fa76ca1420288bf7417ac23ce35,287
V_4d261a6af460444db4c68eaf42cb1d87,10101
V_9c278eba3f704a67a2a8f82de3235306,20406
V_9656665ce363497ea07988fd5eec306f,19684
V_9d1ca1ccb8f643d5b5414991e04a834e,20532
V_a50b8942b29e4860bb1c008f7cf3da92,21943
V_fb1b3e7b0b764abc9f481ec5d642895c,33272
V_84a430f2cdab422e9f423f6318c8fe78,17401
V_dbd686542db149e59cd495e3e6812e78,29145
V_9c53a9f75d9a4fba89adb1c4c05b94eb,20431
V_83bfba9bc3fd44349fba35f1cbcd4e64,17277
V_43136997c9774ca5b6c42ad7d18d3987,8811
V_76ba9ce08b764547915620bcf0ce01ef,15635
V_44a29705dac84d74b941bdd45fe3e622,9021
V_96deeac54e4a4f098da0384792db502c,19751
V_32b75d569a8042378420689c8646fe19,6669
V_e640025fec3b490fa7ccf223cf7c3225,30519
V_51ee080ecdc34d578b22fb24f782c1d0,10735
V_36f43f9ef5e84fcabb554dca8cfe96b3,7208
V_74e79b93c9ba4cf7ba1fef6fb0fd7ad1,15406
V_a6182cefc633472c8eaa5df10d6ad1ea,22083
V_5d1d6dea1dce4d3081ba996110cb652b,12233
V_2d4d9c8df0ac47d1bb16b5e75b941ea2,5938
V_fe84de0c0a91422699aa29ad018b174d,33723
V_3630c621e6204c8dbe52aea477b5d5fe,7095
V_770f13a0b5174db3a185acae49e5a5c9,15675
V_43eca77d66644a60a53998f59920d148,8915
V_72da35f2db5540609a716dc8bcb04b14,15133
V_8d09bf28445b4712aaef0423f1fa64ed,18500
V_3c0fb2f055dc4062b857258ad1117aaa,7877
V_f237e00e4dac45dfb1921a153c86560b,32084
V_00c0dc422f554be5981928e405bdace2,88
V_4a1750f53493430b8e80faa37a4cf478,9721
V_951451c0eec24d15a2211ae49ba095a9,19503
V_a3f8e83f2b9d413ba2b250a0a501bb31,21823
V_f977ba17b01c4ab7b5cc19ae77e4bb81,33049
V_b935098b3aff4b92885daf411f02813e,24623
V_bebb3dee82924a338ec898ee57c905e2,25381
V_c57b3e99536846f19f1eafb973246b7e,26269
V_0d2a58cd5b074fc39110cd5e098d8eb2,1716
V_d4903597eba443409274e0ed9d6a3f78,28228
V_33aae23e82504037a14dd323a5ede5bc,6791
V_afb905b132404e9ba4cae0e4b9fa34bd,23380
V_63717e23e09b4cb38e72060ef7ebeda2,13136
